district_id,state,district,total_population,child_percent,youth_percent,adult_percent,senior_percent,male_percent,female_percent,literacy_rate,urban_percent,rural_percent,farmer_percent,service_holder_percent,business_percent,others_percent,avg_income,bank_penetration,post_offices_count,Post Office Monthly Income Scheme,Senior Citizen Savings Scheme,Public Provident Fund,Sukanya Samriddhi Yojana,Postal Life Insurance,Rural Postal Life Insurance,National Savings Certificate,Kisan Vikas Patra,Mahila Samman Savings Certificate
148,Gujarat,Gujarat_District_25,2566173,33.52701040372108,33.40851258569342,26.211543068075386,6.852933942510113,51.48966429298383,48.51033570701617,73.60896536229423,72.01838923353849,27.981610766461515,44.1539615727951,20.307459721281706,26.90895085716949,8.62962784875371,446090.0989443484,59.88977099876839,182,203855,102595,500205,241194,263535,237162,91076,302691,327610
149,Gujarat,Gujarat_District_26,1240692,25.100349581162355,35.29220533365218,34.6287624092773,4.978682675908161,50.48676145092338,49.51323854907662,94.30289080116736,50.93392615780498,49.06607384219502,48.358444480038344,24.82865437776416,20.79436549820906,6.018535643988436,646265.7355085852,51.03017924361498,176,82822,34256,208394,74550,109773,158884,53681,180553,201739
150,Haryana,Haryana_District_1,518712,25.81950338730155,36.26901564554165,28.3086017771429,9.602879190013898,51.997165889388285,48.002834110611715,87.44596002773731,21.56216146841029,78.4378385315897,49.008164583439736,17.2728734410072,17.924319295032788,15.794642680520276,509570.06997139653,83.3186362358112,438,21071,26002,44289,38400,34548,100524,20676,94744,78331
151,Haryana,Haryana_District_2,2658795,32.672431717803285,34.783128790340506,28.451397796696135,4.093041695160082,50.818146090475366,49.181853909524634,63.9739428052545,62.06525726549645,37.93474273450355,56.495357996152656,25.51671457545239,17.889707943588196,0.09821948480675857,241947.0924548413,46.90225817424196,475,185090,57412,368121,212909,322115,288514,88951,577070,452000
152,Haryana,Haryana_District_3,2061464,26.732804612314872,38.13330873338809,26.701971988796416,8.431914665500614,49.26773658982486,50.73226341017514,64.25232886558872,44.702339797748294,55.297660202251706,50.685194695966324,22.632463039858795,14.550058692616352,12.13228357155853,302308.3226742678,80.63322303424579,235,88451,112270,219973,143444,177801,245617,74821,398930,350850
153,Haryana,Haryana_District_4,1143778,29.305363849608383,33.91698238932463,33.417331761801265,3.3603219992657216,51.84493017856946,48.15506982143054,64.6840744126738,21.236473583990538,78.76352641600946,27.419125565735598,20.211191088742247,17.08025261404549,35.28943073147666,369507.9004955604,82.29869393521736,479,36788,18193,131895,84568,96681,154739,43390,205015,131040
154,Haryana,Haryana_District_5,2832681,30.309255414606515,39.35890706839199,31.2081356058965,0.0,49.372746529481326,50.627253470518674,72.98649715714258,53.16772485317503,46.83227514682497,39.45329762876886,39.91387683055774,24.47671941345468,0.0,781498.0391550779,49.78352955628361,429,189804,0,435448,235421,311818,268712,192383,449173,455182
155,Haryana,Haryana_District_6,1706982,33.249211442887244,37.56401142367633,34.44783897297135,0.0,51.881845604351156,48.118154395648844,69.64297741884414,73.97257256955413,26.02742743044587,49.81118881706884,32.70232526783634,22.727657003720335,0.0,628548.8377496725,49.060646316297,491,117611,0,269015,130824,183772,176011,98854,238104,293024
156,Haryana,Haryana_District_7,1375204,26.97741857289237,31.68562450441993,26.840169534540994,14.49678738814671,50.020314133149114,49.979685866850886,90.14559596117027,78.29092285499286,21.709077145007143,22.23343288807452,36.2301664142817,15.007081406652347,26.529319290991438,389984.04548702564,40.18697980005075,342,148536,108511,281139,92084,193058,85244,54710,110158,207513
157,Haryana,Haryana_District_8,2744778,33.36853541180996,37.432543616252296,25.82090510789156,3.378015864046187,50.074088878812475,49.925911121187525,79.35919793592893,33.103695958549324,66.89630404145068,36.605311551568896,17.30113838621742,23.733750724790283,22.359799337423397,436689.2321496195,53.74051885593976,153,84087,54201,352302,258029,166952,370216,113765,429785,451309
158,Haryana,Haryana_District_9,1454020,33.350309369339286,32.84649998047845,31.484448853041975,2.318741797140291,51.7234834821668,48.2765165178332,76.73594183003677,10.244297906171184,89.75570209382882,59.656293819077284,16.829319298606503,27.970906989108023,0.0,443979.42198117165,80.76368274789148,403,29980,17757,108976,121126,123781,282661,54104,359908,159642
159,Haryana,Haryana_District_10,2241685,34.113093017444896,31.15676335521949,32.75717864617948,1.9729649811561316,52.77749670907377,47.22250329092623,77.73704864027172,40.72400931930986,59.27599068069014,23.506660111792172,26.745590910288172,16.306528653137725,33.44122032478193,624028.6831934704,41.165745109697305,355,82527,27951,245149,180259,253756,193960,99722,255079,342454
160,Haryana,Haryana_District_11,1338727,34.284001275357745,39.675924418889714,29.654453403326848,0.0,49.89756864235875,50.10243135764125,65.40413757557604,38.83680877298522,61.16319122701478,22.244295393707105,21.512282238477322,25.832558071739133,30.410864296076436,329067.33886735037,78.36657073502059,286,60519,0,135842,97429,123892,173196,63647,205869,202375
161,Haryana,Haryana_District_12,1897690,25.458556438798137,31.792270976305538,28.359429144840675,14.389743440055646,51.50926232391432,48.49073767608568,75.46031675297806,37.360677414650965,62.639322585349035,33.955899247514154,25.502386559197255,13.253252970587656,27.288461222700935,745387.0382853729,83.52709023871037,92,117678,149196,201050,115492,176605,207977,78499,276310,315210
162,Haryana,Haryana_District_13,1224498,31.163765888442597,34.528238550412595,29.743629612730494,4.564365948414313,48.23713318736108,51.76286681263892,68.49798909244141,50.722235292341644,49.277764707658356,28.356016945180286,24.938978227311637,14.925690327162577,31.7793145003455,259695.07827759956,77.05865562082442,174,62660,28925,153597,80849,90544,127163,45109,190444,180370
163,Haryana,Haryana_District_14,2111678,31.13431240603667,35.091774654678474,26.023770570706485,7.75014236857837,52.0742826411254,47.9257173588746,92.381701522322,55.836075301544945,44.163924698455055,21.293923398967948,20.78527101618306,29.093190353215675,28.827615231633317,498859.0259584925,77.0210631410828,294,139582,78867,374883,130564,288860,148959,93970,248204,343933
164,Haryana,Haryana_District_15,1071591,31.15933274516396,39.42283212311841,31.540118173207752,0.0,51.34055933058963,48.65944066941037,87.38506006912883,75.0194912813475,24.9805087186525,33.64593517244356,26.38874512464804,17.19092610785514,22.77439359505326,164209.8048583135,71.74341185826445,434,88524,0,169335,78269,112101,87035,38616,123441,153247
165,Haryana,Haryana_District_16,2286864,32.6518756666167,38.218432795118886,31.14112594042119,0.0,49.28561241389301,50.71438758610699,90.37570138363047,65.80370777605654,34.19629222394346,28.50394743452542,24.815445177817782,24.510129260690984,22.170478126965822,489259.94766743574,79.83543619852821,261,113986,0,353396,184713,304496,207876,89895,304644,330574
166,Haryana,Haryana_District_17,2013746,29.06452247645752,39.296003644156194,32.31437310017076,0.0,51.23100067116788,48.76899932883212,87.69087283680959,23.47636279663879,76.5236372033612,45.331480758331935,26.093084711496015,26.54393875803596,2.03149577213609,336126.0521750377,45.32785363297283,295,68606,0,210690,138955,194881,294335,89834,430257,332493
167,Haryana,Haryana_District_18,1201763,30.854037457690065,35.74704320232789,28.769334109659596,4.629585230322448,51.612438392978575,48.387561607021425,94.10216829824458,73.58860454763158,26.411395452368424,45.88326525461861,29.409311329789833,23.56837030393625,1.1390531116553113,356500.2996661388,68.24032851690099,412,91674,36111,204683,102711,196875,90520,65856,152515,186969
168,Haryana,Haryana_District_19,1746764,32.187676812460644,39.10534087172112,25.33749794756018,3.369484368258064,50.95393254287916,49.04606745712084,65.86345759484091,12.365944756820392,87.6340552431796,59.6908320572963,15.730140129930593,14.072538143026136,10.506489669746973,176930.18781439064,61.82096579421817,74,43943,34496,133998,139283,66147,337090,49648,340976,244041
169,Haryana,Haryana_District_20,661627,26.360873199541683,38.39552334778024,25.8776217635112,9.365981689166873,49.23390369098494,50.76609630901506,62.306838854129786,73.25335426459108,26.74664573540892,43.09710411391289,20.67250774938766,15.009101929826725,21.22128620687272,451052.2175489371,61.904940696910764,307,43680,36305,97839,52363,73431,58186,27768,79209,100211
170,Haryana,Haryana_District_21,709888,28.735355636717316,33.00676171523283,34.771736835016874,3.4861458130329837,49.39279589876785,50.60720410123215,82.35401393730837,22.24431622021475,77.75568377978524,54.049556402482914,36.074428693327,23.462405178788103,0.0,338781.07156695635,74.18146233136054,317,32242,15517,97667,54220,57587,96584,50135,188606,108235
171,Himachal Pradesh,Himachal Pradesh_District_1,968022,28.382872456208638,33.35290654607655,28.94634382954169,9.31787716817312,48.945662973467705,51.054337026532295,79.52749315246564,78.00948463121073,21.990515368789275,48.95152003413037,22.788706639081795,29.836087574349275,0.0,658424.7272081664,80.74583907298509,417,56643,57092,183679,57181,126293,86393,39622,149811,138927
172,Himachal Pradesh,Himachal Pradesh_District_2,1821848,30.511607309462,31.493269490790908,32.46570488507781,5.529418314669286,49.393189861142986,50.606810138857014,68.5805593740307,72.04371697255883,27.956283027441174,26.860063153056313,19.0610124623908,20.16837327722927,33.91055110732361,438474.41878337297,83.40906188451129,97,107943,46106,270443,136183,244539,150318,60384,213003,238236
173,Himachal Pradesh,Himachal Pradesh_District_3,2000262,31.52688122707719,31.370711332079782,26.788287754205413,10.314119686637625,49.9066503249326,50.0933496750674,83.79188592003986,70.66968350882301,29.330316491176987,56.35095555130445,25.512258601291833,28.20745909601446,0.0,695541.2793278242,80.36980014828954,405,115914,104077,382112,152772,331962,226200,85622,266766,254314
174,Himachal Pradesh,Himachal Pradesh_District_4,2069370,34.42463484425166,30.801902676310515,30.361278459221033,4.4121840202167775,49.521522492939695,50.478477507060305,72.67175062754785,61.54418747071407,38.45581252928593,29.949100675396288,35.996376592059804,13.412668792516602,20.6418539400273,590670.7164485361,81.82404347124482,124,145713,42309,353249,146103,213873,159215,104763,261849,333815
175,Himachal Pradesh,Himachal Pradesh_District_5,2905338,28.501968123928147,39.08592020808661,25.815431022493406,6.59668064549183,52.35026691923238,47.64973308076762,60.35280662577278,40.46740574256134,59.53259425743866,42.832951160016265,23.471251343285854,20.252589090671307,13.44320840602657,323766.4802328561,60.88251862618226,366,156272,104285,418908,178963,299079,436816,98699,527126,331064
176,Himachal Pradesh,Himachal Pradesh_District_6,1181208,28.385159804509236,37.989402421110405,33.446149305420846,0.17928846895950556,51.437814044950194,48.562185955049806,85.24218111924154,52.91767826288214,47.08232173711786,31.841777623112062,25.283879573742983,29.72986916837656,13.144473634768396,472841.1070628845,55.08816397183042,92,46330,978,149119,74285,174861,105407,46649,138452,164296
177,Himachal Pradesh,Himachal Pradesh_District_7,1428185,26.413469043602962,34.16495121032314,28.545746998549845,10.875832747524058,49.451750092334215,50.548249907665785,67.76388779515314,27.29344638929296,72.70655361070703,34.120091082162766,28.794187676745032,26.56991752144282,10.515803719649387,301187.5320920909,44.4105828027867,177,80310,97662,167184,94158,135346,160090,67837,287285,188132
178,Himachal Pradesh,Himachal Pradesh_District_8,903502,31.805741396486397,32.07317051772609,26.936989813838892,9.18409827194862,52.44962109604972,47.55037890395028,93.63720346088874,17.86197804123415,82.13802195876585,45.98193700129973,33.7107295855773,22.780134493199803,0.0,176331.70728369578,50.30791841411133,381,34604,38693,110465,74073,94456,145795,60871,192127,154728
179,Himachal Pradesh,Himachal Pradesh_District_9,661262,26.32906320561748,38.213407317450425,26.88645603689853,8.571073440033572,48.26251888265437,51.73748111734563,72.84675986840001,23.562758482724952,76.43724151727506,25.98383417925455,20.151201955041493,26.215442203871355,27.649521661832594,476297.85571222915,65.9668093593353,77,31774,34558,71228,47799,63326,104188,25028,103664,79055
180,Himachal Pradesh,Himachal Pradesh_District_10,2595727,27.215250633617032,31.08526393270994,27.69330922957633,14.006176204096704,49.41425360278683,50.58574639721317,90.86230639574855,44.376069891186354,55.623930108813646,41.46216861369908,35.81666599115047,24.435477272457888,0.0,262504.3630703257,61.02806763974476,236,140768,200175,441364,165293,292633,341049,115800,487923,449486
181,Himachal Pradesh,Himachal Pradesh_District_11,2246108,31.423659460776822,38.06600964310616,34.25201130338836,0.0,50.70939151670275,49.29060848329725,90.12233566701521,54.883478751920876,45.116521248079124,46.2923991165097,29.34112976551464,16.36713730939079,7.999333808584868,608632.7324326178,51.436878799910026,280,152918,0,381573,194680,232914,280998,121850,441706,283247
182,Himachal Pradesh,Himachal Pradesh_District_12,2880591,30.625752728276254,31.32998886328686,29.474745203255797,8.569513205181092,49.028456587113475,50.971543412886525,74.50256297209401,54.79445571306181,45.20554428693819,32.45244180599895,16.216223840397156,13.219885115003615,38.11144923860029,543028.3380910924,72.860083095337,424,183131,155579,374330,243695,294037,267602,97828,462559,458032
183,Jharkhand,Jharkhand_District_1,1010872,28.539133931585724,37.54610635995949,31.21278541525994,2.701974293194848,48.18774178588468,51.81225821411532,72.8370115868835,32.4731549871282,67.5268450128718,33.909693639021214,23.750533737941517,28.500961188010464,13.838811435026805,735939.0089215072,50.45402376401554,237,52616,16849,143281,81486,79259,111114,58738,171197,171552
184,Jharkhand,Jharkhand_District_2,2902251,26.91286964074183,36.30801951230701,27.802947873433183,8.976162973517972,52.96736959272907,47.03263040727093,83.07691148866604,28.895160346134283,71.10483965386572,28.783497796470225,21.447673427537662,25.09967090611762,24.669157869874486,568999.0375492626,71.00745532043283,59,118738,139169,382483,202286,310345,336278,99480,417943,470182
185,Jharkhand,Jharkhand_District_3,2210108,29.35469710473732,30.478239825149892,34.262173289141046,5.90488978097175,50.279175925725326,49.720824074274674,73.30409685406957,31.280206551172558,68.71979344882745,40.52633981165413,20.635261479450623,13.42663173959323,25.41176696930201,224583.60793467012,72.96028670046721,305,96237,69944,233290,162690,209391,282537,80313,384427,286270
186,Jharkhand,Jharkhand_District_4,2051804,34.85750956017438,34.32011925031448,31.366450505755083,0.0,48.794616778485114,51.205383221514886,71.83584721727108,70.355886248095,29.644113751904996,30.416798978079,25.748154226082427,12.229845243104672,31.605201552733902,661980.478758635,59.06640451966351,102,131504,0,308351,218688,243364,143548,96252,177931,361825
187,Jharkhand,Jharkhand_District_5,1894473,25.008089948050486,33.021791163990216,33.715119824884994,8.254999063074308,52.67011502185056,47.32988497814944,76.4908250579178,38.94599843275009,61.05400156724991,47.29141600676189,22.94709931071549,11.432680695583564,18.328803986939054,201436.25768593553,84.99810514349676,422,109931,100494,247046,133590,165973,237973,58865,421401,309085
188,Jharkhand,Jharkhand_District_6,610236,28.63846795958797,34.93387043431956,32.81266679138652,3.614994814705952,51.55726485493795,48.44273514506205,66.12844407455147,36.01324966284401,63.98675033715599,27.943138243491337,25.736462365175818,18.13465735074446,28.185742040588387,244647.35217198977,59.93331539549,445,24995,12723,87052,35302,58463,76559,19934,106745,79809
189,Jharkhand,Jharkhand_District_7,1285335,26.151912560527432,31.55197298424466,28.823619337842075,13.472495117385833,48.31200859876306,51.68799140123694,81.80257484743758,15.350137290774853,84.64986270922515,21.955010066379998,15.86135359433043,28.972539263620785,33.21109707566879,253022.54424747112,64.50891426332885,320,55487,85231,100010,74238,95242,203614,49296,213422,167324
190,Jharkhand,Jharkhand_District_8,2826291,29.71525671582581,36.67106602366078,30.437384652701144,3.1762926078122753,48.816894843708425,51.183105156291575,82.8039560348577,72.14055130124461,27.859448698755386,42.26570709263825,20.917105975792218,18.7996179654966,18.01756896607293,555829.9727439823,40.133019877298466,245,171501,54379,330614,213478,401852,210176,107061,307740,363768
191,Jharkhand,Jharkhand_District_9,636442,32.381149602570446,35.00322932657581,33.23972416422881,0.0,49.419823673077055,50.580176326922945,68.23654246874689,65.8084829190112,34.1915170809888,26.464752408833846,39.005425059898485,10.378164068045264,24.151658463222404,595228.4605187513,79.1840918348727,422,39815,0,121508,53153,93422,41864,30478,68212,116536
192,Jharkhand,Jharkhand_District_10,2800919,25.5082934854747,38.31586646115553,32.38498126683097,3.7908587865388057,48.97759271013013,51.02240728986987,76.90831314750267,39.82382617701833,60.17617382298167,48.55516289329738,28.361878517872967,27.371547475291333,0.0,168052.08142837547,82.56191386442231,464,119567,55271,490494,213736,384341,410004,122591,509952,453833
193,Jharkhand,Jharkhand_District_11,1148479,30.34297703083221,31.8143642450867,25.16261567567282,12.680043048408276,49.097230051790184,50.902769948209816,80.7581370441613,30.98815603089461,69.01184396910539,45.639570915690356,28.90879019863837,17.985140987390622,7.46649789828065,169546.19930562784,84.39463035981818,388,77797,73372,147522,83158,109292,174314,63633,241824,207469
194,Jharkhand,Jharkhand_District_12,1719465,29.176045867852444,38.47198848585839,26.163173428031133,6.188792218258026,52.40308906563106,47.59691093436894,92.38416857975653,50.658649887415834,49.341350112584166,26.331027395996955,26.499540190257008,22.637039063197243,24.532393350548794,273837.97911038937,82.3111579634037,201,98195,64273,197550,110341,234333,193617,64785,201969,270672
195,Jharkhand,Jharkhand_District_13,539979,25.57001462428175,38.16274214574982,34.368602968100134,1.8986402618682945,52.995186871669624,47.004813128330376,66.28331403744542,74.51872672793641,25.48127327206359,34.10944194862955,36.39468264379589,26.67059521621911,2.82528019135545,419898.62531615206,59.073103559931496,320,43702,4888,107695,34611,73721,39628,37539,55202,87918
196,Jharkhand,Jharkhand_District_14,1454242,34.827239902977546,30.28049959180652,31.024682517954012,3.8675779872619316,48.16353552154237,51.83646447845763,76.48508639674142,13.301437032958102,86.6985629670419,22.360689794647243,25.692730649048393,21.335432114488754,30.61114744181561,359129.62142524694,60.74962909920124,145,41604,36463,141766,124475,132543,237938,82217,229625,244774
197,Jharkhand,Jharkhand_District_15,2665314,26.79207631900689,31.41696205811919,26.730503844334013,15.060457778539902,51.649538221692936,48.350461778307064,74.54725474405573,18.609533571250445,81.39046642874956,33.72827855043605,35.01064043938135,13.645177565086534,17.615903445096073,524068.20763323817,55.25250639245319,244,123385,220770,354251,205671,200950,488966,107008,423425,357508
198,Jharkhand,Jharkhand_District_16,2237448,32.51722879595585,35.70817825283675,34.58097902688964,0.0,48.439733966598766,51.560266033401234,93.06395998940303,30.704415692661122,69.29558430733888,41.08711974678251,17.464648114836454,27.90778572837037,13.54044641001066,356516.0916829768,76.4259354285443,61,71505,0,282729,223162,225013,256319,95347,318915,260084
199,Jharkhand,Jharkhand_District_17,1981528,28.879307027763534,32.47232659327942,29.03623455173857,9.61213182721848,50.30078141178657,49.69921858821343,81.2808713647089,10.748555233797179,89.25144476620282,24.909869973984694,35.119859758456414,25.137945174591128,14.83232509296776,557699.9849238584,84.30798931074409,161,71893,123302,243075,116085,150467,293773,95060,416700,264374
200,Jharkhand,Jharkhand_District_18,704797,32.56477997104631,38.33942201987651,32.786764156732744,0.0,51.180649642636986,48.819350357363014,90.12537058854444,44.14127555862509,55.85872444137491,46.38148123433959,16.11619827107518,26.636980390507155,10.86534010407808,373835.96758708917,57.041989644239166,409,28179,0,69230,56146,70020,93712,35232,141557,92747
201,Jharkhand,Jharkhand_District_19,2702600,26.116503533010967,31.022511387802325,26.181087645859957,16.679897433326747,51.57299915137256,48.42700084862744,66.18548283456192,28.086261659138124,71.91373834086187,30.248684932282472,34.446623057745455,20.26850080037633,15.036191209595742,215664.5339893288,66.76135164396655,496,152813,216116,419913,142023,236347,283699,123143,480176,435713
202,Jharkhand,Jharkhand_District_20,2963989,31.455493474733174,38.9024782293851,27.23470388209063,2.407324413791091,48.4343102192209,51.5656897807791,85.71324512251482,48.20718305892445,51.79281694107555,40.842208807725186,33.26936683708874,22.09795756328896,3.7904667918971136,758036.198894628,48.91974799207317,405,168059,41410,509918,246182,302024,310184,200696,500888,486502
203,Jharkhand,Jharkhand_District_21,669789,28.368727443248318,35.62146314578399,33.4201154653344,2.589693945633293,51.88766825161951,48.11233174838049,90.85463537794601,73.95649169652347,26.04350830347653,40.73262263238918,38.04561938471476,21.977545913332598,0.0,469840.858109583,83.61447589182572,378,53909,8138,114672,39252,102095,66663,33354,71313,95598
204,Jharkhand,Jharkhand_District_22,2668206,31.15819085665698,34.807983679445954,30.525518738572618,3.5083067253244558,49.70162266262967,50.29837733737033,75.82400418882287,61.72809389770049,38.27190610229951,52.23329132681068,31.033075619695346,22.970232461569495,0.0,726230.694312327,61.54089834077362,203,183285,57281,512297,172583,427736,270068,161571,431062,337987
205,Karnataka,Bagalkot,953075,28.71117594459211,37.518492132012206,25.615096721272064,8.155235202123617,49.34390435283086,50.65609564716914,77.48436667735275,73.65316482119462,26.346835178805378,44.133572974932456,36.46358491563652,22.731851336101336,0.0,381404.7683794232,73.87998243620478,308,93719,38336,155257,64576,132857,98791,54032,144187,145561
206,Karnataka,Bangalore Rural,1862714,32.024580158076276,32.800353335757514,31.616523106838148,3.5585433993280624,52.264733330022885,47.735266669977115,64.61976190588152,60.752819598258604,39.247180401741396,39.165724027228514,19.650192443265148,23.330835825693406,17.853247703812933,696720.8996289874,55.95692411042035,94,110124,41830,280951,142897,163461,167338,79029,208759,283958
207,Karnataka,Bangalore Urban,1506915,34.42135848108981,32.80483142401101,31.979657064311226,0.7941530305879496,49.83890524438538,50.16109475561462,62.716390966036755,57.809307581448294,42.190692418551706,57.462571746081494,17.202761642092447,26.353168083578318,0.0,296759.30759206816,51.456549708616926,168,75401,6652,193054,129412,199148,155555,58205,246272,184927
208,Karnataka,Belgaum,1463434,32.820738592278865,39.66293641822713,28.953964223916092,0.0,48.995479816021565,51.004520183978435,80.10927460943888,64.01431768606889,35.98568231393111,46.662164589486665,36.433867631930966,10.877766783508472,6.026200995073898,200707.82423755474,73.21867424640342,83,77981,0,215629,125981,216457,169489,69923,260839,259477
209,Karnataka,Karnataka_District_5,643630,29.056048629173123,32.20692032095378,25.96925718775655,12.767773862116552,51.65458485504882,48.34541514495118,73.81297714925374,47.290105114376374,52.709894885623626,54.2571824653377,29.828402444863126,13.471501608842921,2.4429134809562534,405484.80589748966,64.85612654963535,152,38686,38678,84176,44879,76433,71419,23983,107453,106646
210,Karnataka,Karnataka_District_6,2618439,26.789520111719007,32.612260411280204,26.080485137222787,14.517734339777995,50.49847411792192,49.50152588207808,66.9957974406734,64.17440794122832,35.825592058771676,35.92543055772474,24.43995542381206,13.12325276635143,26.511361252111776,285281.08058356773,49.776480602797875,342,221739,185623,306865,201901,223135,259446,120430,258672,323888
211,Karnataka,Karnataka_District_7,727770,30.118680882843893,36.0594861468148,27.741336934494573,6.080496035846739,52.119311844412096,47.880688155587904,78.01509451045561,12.115587556886336,87.88441244311366,48.62274163872842,32.34543483659836,14.999923207605764,4.031900317067457,701054.2056656443,74.76136677199803,355,25335,19937,63540,62248,63839,113739,42136,165690,127465
212,Karnataka,Karnataka_District_8,1313816,27.768935543517053,38.050399251260906,29.918097521714497,4.262567683507552,52.34926669344331,47.65073330655669,76.9952236638583,51.277108687931026,48.722891312068974,25.138358777037062,38.22542229229286,17.06406535890919,19.57215357176088,667039.8166677934,61.66115640990097,271,67938,29232,250411,100694,152618,145118,77721,161116,207685
213,Karnataka,Karnataka_District_9,965759,34.955970630305686,30.68866564052042,31.809511937233815,2.5458517919400805,50.528543752503424,49.471456247496576,87.20732555636769,71.71549606814474,28.284503931855255,50.50966128115638,23.268251157753227,24.60095892113769,1.6211286399527012,524767.4039794062,48.840758447154094,76,69634,15389,167784,70272,146008,102972,39989,124766,125417
214,Karnataka,Karnataka_District_10,1383561,33.06296946882895,36.294600658270795,26.19328483555941,4.449145037340841,49.84184828877029,50.15815171122971,75.27149731272453,43.44563394828376,56.55436605171624,44.40350024411188,25.144719147916504,16.98684334915493,13.464937258816683,179263.528421119,80.80219365979366,466,77147,33651,139249,92145,159886,215582,57270,280283,228193
215,Karnataka,Karnataka_District_11,2490841,28.673807979466414,36.813981623409134,34.68523248212919,0.0,52.77624811809712,47.22375188190288,70.00011655535472,29.093300839453917,70.90669916054608,32.18864303806158,35.7314528592258,27.720362191422602,4.35954191129003,718946.6183153905,46.408058217378816,352,142043,0,408860,201224,348967,263219,173813,342038,377071
216,Karnataka,Karnataka_District_12,1772453,30.457035731628327,33.72329510453007,34.534591244610084,1.2850779192315258,51.37359748278103,48.62640251721897,61.7908662329604,26.43952395585962,73.56047604414039,32.80502837182412,37.35871784557982,16.691245125934376,13.145008656661684,757340.8385822801,53.10676279057875,54,71468,13959,225775,139847,214263,262417,106326,339157,255446
217,Karnataka,Karnataka_District_13,772856,33.25571150735719,36.18209521447501,26.916655567885968,3.645537710281829,51.71187226472691,48.28812773527309,69.47231326871739,61.34643608596751,38.65356391403249,55.721959703081716,36.84485314987531,12.952051414934536,0.0,224934.17032871535,46.42495017634966,363,53443,12691,117117,73295,76520,109146,39621,111323,110555
218,Karnataka,Karnataka_District_14,965444,34.90878168425871,39.90696675633244,33.72327095631266,0.0,50.093919127940595,49.906080872059405,73.0694005697444,26.362564372611686,73.63743562738831,23.628382562375055,32.38065447542355,14.079962802948778,29.911000159252623,244726.30068125098,52.92148123432861,261,41126,0,107006,77331,96529,98210,46458,122050,132319
219,Karnataka,Karnataka_District_15,1811324,29.84417127702971,32.128305744124354,33.90398554326424,4.123537435581689,50.06875194948975,49.93124805051025,69.6369252227944,16.514715455871514,83.48528454412849,23.49908701170946,37.88935932468453,25.20053528236973,13.411018381236278,332841.00925207674,46.46437759621774,270,73478,47373,230904,161644,158489,292921,93270,298861,257961
220,Karnataka,Karnataka_District_16,2083506,25.97355569303019,33.75609701799518,30.483460780684144,9.786886508290483,49.1642557702706,50.8357442297294,88.17555360747389,10.920901999914511,89.0790980000855,53.64647745226591,20.459940730586585,15.137386913451856,10.756194903695647,282837.98883075564,73.35864446747118,425,86454,103889,194110,161943,117143,364557,93135,598149,267952
221,Karnataka,Karnataka_District_17,1566831,30.058330727985805,35.49177670337259,27.69441976072742,6.755472807914188,50.37597490892793,49.62402509107207,84.04588867406869,38.66831014914699,61.33168985085301,40.489700999162466,21.519266749139284,18.21685746668425,19.774174785014,638966.7060070673,40.614120782583896,293,87476,66499,199296,104830,137236,227661,52507,300545,210433
222,Karnataka,Karnataka_District_18,648493,25.40871679502417,30.309469420972896,32.11088350725261,12.170930276750333,49.09761207372708,50.90238792627292,66.54906472164919,19.493879336418793,80.50612066358121,30.179031089458192,24.42342665637034,25.978273042619357,19.419269211552113,785960.9919981795,57.35455163315045,222,31719,46170,80657,35115,59297,96800,25318,103368,112887
223,Karnataka,Karnataka_District_19,1593024,28.098498597343358,33.479533977285506,32.78349235395571,5.638475071415421,52.206151247359564,47.793848752640436,73.2509052506338,62.1488454392335,37.8511545607665,49.28225478846166,30.36509600726594,16.35707220449445,3.9955769997779527,201055.83138539942,49.564204965106235,234,117858,43665,267077,126985,232319,179383,67156,211570,231674
224,Karnataka,Karnataka_District_20,767406,26.15000877009341,36.7391136548983,25.78271576977204,11.328161805236256,51.29768179062196,48.70231820937804,83.62598484106041,55.02836845422678,44.97163154577322,37.08777772828411,38.51170768139451,21.829045788386683,2.571468801934696,223232.06673121706,52.046025962676936,138,45866,55537,134191,46996,126741,75212,41383,88578,120021
225,Karnataka,Karnataka_District_21,2942315,34.26816105386277,32.34793802262736,26.903125773215596,6.480775150294274,49.629914076957355,50.370085923042645,65.41210368020562,62.592129542859865,37.407870457140135,47.071570788415684,38.61553267309525,27.759073340103107,0.0,499665.3030235673,65.0650234968108,348,252460,120660,533536,253877,395047,378102,177755,468786,472089
226,Karnataka,Karnataka_District_22,2510282,29.60889757237851,35.66277735135318,34.00064689875117,0.7276781775171415,52.492098198273496,47.507901801726504,89.59991094459183,41.25388654932351,58.74611345067649,30.631753999327017,36.021030489857026,24.218140585459714,9.129074925356242,608145.8969765119,74.60386301635066,311,136026,11600,438848,201105,278959,311894,113309,345595,436346
227,Karnataka,Karnataka_District_23,1144281,34.05929449286206,33.53722334011465,33.807619221231775,0.0,48.157065610628116,51.842934389371884,66.10237694088934,12.547724583286376,87.45227541671362,21.098648855177842,39.827719535635026,25.995143998238973,13.078487610948159,247509.08852187498,47.12097684239555,260,42056,0,150537,81330,141241,169778,87528,211813,208340
